phase,arm,outer_fold,inner_fold,candidate,seed,started,status,finished,seconds,train_n,val_n,parameters,steps,checkpoints,artifact,choice,test_n
inner,vmd,0,0.0,compact_once,0,2026-09-22T03:50:49.414106+00:00,complete,2026-09-22T03:52:52.215115+00:00,132.7057236239998,840,440.0,111,2160,"{'20': {'accuracy': 0.615909090909091, 'macro_f1': 0.5832699455119462}, '40': {'accuracy': 0.6431818181818182, 'macro_f1': 0.6040398870553924}, '60': {'accuracy': 0.6522727272727272, 'macro_f1': 0.6113817795593929}, '80': {'accuracy': 0.6431818181818182, 'macro_f1': 0.6027851458885941}}",inner/vmd_o0_i0_compact_once.json,,
inner,vmd,0,0.0,reupload_2,0,2026-09-22T03:50:49.399085+00:00,complete,2026-09-22T03:53:05.794828+00:00,148.77581880300022,840,440.0,111,2160,"{'20': {'accuracy': 0.5613636363636364, 'macro_f1': 0.5337433343355115}, '40': {'accuracy': 0.5636363636363636, 'macro_f1': 0.5281639365080594}, '60': {'accuracy': 0.5545454545454546, 'macro_f1': 0.5144751383143057}, '80': {'accuracy': 0.5454545454545454, 'macro_f1': 0.5044344502718604}}",inner/vmd_o0_i0_reupload_2.json,,
inner,vmd,0,0.0,reupload_3,0,2026-09-22T03:50:49.425703+00:00,complete,2026-09-22T03:53:49.588915+00:00,195.02170412399937,840,440.0,129,2160,"{'20': {'accuracy': 0.6022727272727273, 'macro_f1': 0.5589344172620702}, '40': {'accuracy': 0.6136363636363636, 'macro_f1': 0.5667505868744259}, '60': {'accuracy': 0.6227272727272727, 'macro_f1': 0.580707980965948}, '80': {'accuracy': 0.625, 'macro_f1': 0.5848722139861381}}",inner/vmd_o0_i0_reupload_3.json,,
inner,vmd,0,1.0,compact_once,0,2026-09-22T03:50:49.367623+00:00,complete,2026-09-22T03:52:57.011967+00:00,137.54634446300042,860,420.0,111,2160,"{'20': {'accuracy': 0.6238095238095238, 'macro_f1': 0.5897654644005567}, '40': {'accuracy': 0.6166666666666667, 'macro_f1': 0.5769018254605353}, '60': {'accuracy': 0.6095238095238096, 'macro_f1': 0.5715862274772806}, '80': {'accuracy': 0.6142857142857143, 'macro_f1': 0.5776509942904189}}",inner/vmd_o0_i1_compact_once.json,,
inner,vmd,0,1.0,reupload_2,0,2026-09-22T03:50:49.367689+00:00,complete,2026-09-22T03:53:05.468165+00:00,148.4723046020008,860,420.0,111,2160,"{'20': {'accuracy': 0.6357142857142857, 'macro_f1': 0.6002964696313174}, '40': {'accuracy': 0.6142857142857143, 'macro_f1': 0.5708245147723119}, '60': {'accuracy': 0.6047619047619047, 'macro_f1': 0.5611050046724547}, '80': {'accuracy': 0.6023809523809524, 'macro_f1': 0.5595576176908049}}",inner/vmd_o0_i1_reupload_2.json,,
inner,vmd,0,1.0,reupload_3,0,2026-09-22T03:52:52.320937+00:00,complete,2026-09-22T03:55:50.148711+00:00,192.68310190299962,860,420.0,129,2160,"{'20': {'accuracy': 0.6071428571428571, 'macro_f1': 0.5775111384587336}, '40': {'accuracy': 0.5761904761904761, 'macro_f1': 0.5445827857385902}, '60': {'accuracy': 0.5666666666666667, 'macro_f1': 0.5379394762241624}, '80': {'accuracy': 0.5714285714285714, 'macro_f1': 0.5408574410046235}}",inner/vmd_o0_i1_reupload_3.json,,
inner,vmd,0,2.0,compact_once,0,2026-09-22T03:52:56.013570+00:00,complete,2026-09-22T03:55:01.050825+00:00,134.93861201599975,860,420.0,111,2160,"{'20': {'accuracy': 0.5904761904761905, 'macro_f1': 0.5865205172411322}, '40': {'accuracy': 0.569047619047619, 'macro_f1': 0.5624155002020648}, '60': {'accuracy': 0.5428571428571428, 'macro_f1': 0.5358856148520982}, '80': {'accuracy': 0.5357142857142857, 'macro_f1': 0.52772571272368}}",inner/vmd_o0_i2_compact_once.json,,
inner,vmd,0,2.0,reupload_2,0,2026-09-22T03:53:04.255568+00:00,complete,2026-09-22T03:55:20.691132+00:00,146.3384901720001,860,420.0,111,2160,"{'20': {'accuracy': 0.669047619047619, 'macro_f1': 0.6618065671361604}, '40': {'accuracy': 0.6738095238095239, 'macro_f1': 0.6647701515266419}, '60': {'accuracy': 0.6595238095238095, 'macro_f1': 0.6494449043665775}, '80': {'accuracy': 0.6547619047619048, 'macro_f1': 0.6444693345671505}}",inner/vmd_o0_i2_reupload_2.json,,
inner,vmd,0,2.0,reupload_3,0,2026-09-22T03:53:05.636611+00:00,complete,2026-09-22T03:56:04.599888+00:00,191.34244359500008,860,420.0,129,2160,"{'20': {'accuracy': 0.5333333333333333, 'macro_f1': 0.5017315307318331}, '40': {'accuracy': 0.5238095238095238, 'macro_f1': 0.4878858605631682}, '60': {'accuracy': 0.5452380952380952, 'macro_f1': 0.5083703412637807}, '80': {'accuracy': 0.5428571428571428, 'macro_f1': 0.5032716030612986}}",inner/vmd_o0_i2_reupload_3.json,,
inner,vmd,1,0.0,compact_once,0,2026-09-22T03:53:47.349710+00:00,complete,2026-09-22T03:55:54.177087+00:00,136.72673677199964,880,420.0,111,2240,"{'20': {'accuracy': 0.6428571428571429, 'macro_f1': 0.6017658957957465}, '40': {'accuracy': 0.638095238095238, 'macro_f1': 0.5969936837380748}, '60': {'accuracy': 0.65, 'macro_f1': 0.6078191614198422}, '80': {'accuracy': 0.6476190476190476, 'macro_f1': 0.6043628937093367}}",inner/vmd_o1_i0_compact_once.json,,
inner,vmd,1,0.0,reupload_2,0,2026-09-22T03:55:01.071345+00:00,complete,2026-09-22T03:57:22.139286+00:00,153.44793976800065,880,420.0,111,2240,"{'20': {'accuracy': 0.5571428571428572, 'macro_f1': 0.5292521349027753}, '40': {'accuracy': 0.569047619047619, 'macro_f1': 0.5388216354172055}, '60': {'accuracy': 0.569047619047619, 'macro_f1': 0.5392573244132035}, '80': {'accuracy': 0.5833333333333334, 'macro_f1': 0.5519553491862482}}",inner/vmd_o1_i0_reupload_2.json,,
inner,vmd,1,0.0,reupload_3,0,2026-09-22T03:55:20.702407+00:00,complete,2026-09-22T03:58:23.619772+00:00,197.77610481699958,880,420.0,129,2240,"{'20': {'accuracy': 0.6404761904761904, 'macro_f1': 0.608833304373949}, '40': {'accuracy': 0.6309523809523809, 'macro_f1': 0.5965404645687442}, '60': {'accuracy': 0.611904761904762, 'macro_f1': 0.5703498738120175}, '80': {'accuracy': 0.5976190476190476, 'macro_f1': 0.5594829502324149}}",inner/vmd_o1_i0_reupload_3.json,,
inner,vmd,1,1.0,compact_once,0,2026-09-22T03:55:45.506617+00:00,complete,2026-09-22T03:57:44.018898+00:00,128.41471826700035,860,440.0,111,2160,"{'20': {'accuracy': 0.6272727272727273, 'macro_f1': 0.5803109165866545}, '40': {'accuracy': 0.6272727272727273, 'macro_f1': 0.5784388543433202}, '60': {'accuracy': 0.6227272727272727, 'macro_f1': 0.5776495210938072}, '80': {'accuracy': 0.6295454545454545, 'macro_f1': 0.5815189197712373}}",inner/vmd_o1_i1_compact_once.json,,
inner,vmd,1,1.0,reupload_2,0,2026-09-22T03:55:54.188695+00:00,complete,2026-09-22T03:58:08.192473+00:00,146.38518579599986,860,440.0,111,2160,"{'20': {'accuracy': 0.5659090909090909, 'macro_f1': 0.5172092793092008}, '40': {'accuracy': 0.5863636363636363, 'macro_f1': 0.5350816466449443}, '60': {'accuracy': 0.5840909090909091, 'macro_f1': 0.5368618679314774}, '80': {'accuracy': 0.5818181818181818, 'macro_f1': 0.5351393123507503}}",inner/vmd_o1_i1_reupload_2.json,,
inner,vmd,1,1.0,reupload_3,0,2026-09-22T03:56:01.772634+00:00,complete,2026-09-22T03:58:54.385522+00:00,187.47016749199975,860,440.0,129,2160,"{'20': {'accuracy': 0.5840909090909091, 'macro_f1': 0.5283415531284015}, '40': {'accuracy': 0.5613636363636364, 'macro_f1': 0.503049393709317}, '60': {'accuracy': 0.5636363636363636, 'macro_f1': 0.5094413023211073}, '80': {'accuracy': 0.55, 'macro_f1': 0.4937865200944917}}",inner/vmd_o1_i1_reupload_3.json,,
inner,vmd,1,2.0,compact_once,0,2026-09-22T03:57:22.150253+00:00,complete,2026-09-22T03:59:23.945436+00:00,131.69778020500053,860,440.0,111,2160,"{'20': {'accuracy': 0.7181818181818181, 'macro_f1': 0.7010692414660333}, '40': {'accuracy': 0.7227272727272728, 'macro_f1': 0.6977862901608439}, '60': {'accuracy': 0.725, 'macro_f1': 0.7030566534914361}, '80': {'accuracy': 0.7227272727272728, 'macro_f1': 0.6986316912902116}}",inner/vmd_o1_i2_compact_once.json,,
inner,vmd,1,2.0,reupload_2,0,2026-09-22T03:57:44.030944+00:00,complete,2026-09-22T03:59:59.394566+00:00,145.26657852100107,860,440.0,111,2160,"{'20': {'accuracy': 0.6363636363636364, 'macro_f1': 0.5969386688900805}, '40': {'accuracy': 0.6363636363636364, 'macro_f1': 0.5829336948200105}, '60': {'accuracy': 0.6318181818181818, 'macro_f1': 0.5826174570690373}, '80': {'accuracy': 0.6454545454545455, 'macro_f1': 0.595185685371672}}",inner/vmd_o1_i2_reupload_2.json,,
inner,vmd,1,2.0,reupload_3,0,2026-09-22T03:58:08.205118+00:00,complete,2026-09-22T04:01:15.145995+00:00,201.7966690379999,860,440.0,129,2160,"{'20': {'accuracy': 0.634090909090909, 'macro_f1': 0.6068700672705122}, '40': {'accuracy': 0.6477272727272727, 'macro_f1': 0.6107302718719703}, '60': {'accuracy': 0.6363636363636364, 'macro_f1': 0.6000807610766453}, '80': {'accuracy': 0.6318181818181818, 'macro_f1': 0.5938776314076876}}",inner/vmd_o1_i2_reupload_3.json,,
inner,vmd,2,0.0,compact_once,0,2026-09-22T03:58:23.629762+00:00,complete,2026-09-22T04:00:36.231097+00:00,144.9801388069991,880,420.0,111,2240,"{'20': {'accuracy': 0.6714285714285714, 'macro_f1': 0.6459969013814245}, '40': {'accuracy': 0.680952380952381, 'macro_f1': 0.6564655169087271}, '60': {'accuracy': 0.6738095238095239, 'macro_f1': 0.6501811908655442}, '80': {'accuracy': 0.680952380952381, 'macro_f1': 0.657553933999302}}",inner/vmd_o2_i0_compact_once.json,,
inner,vmd,2,0.0,reupload_2,0,2026-09-22T03:58:54.396404+00:00,complete,2026-09-22T04:01:23.261445+00:00,161.24391685200135,880,420.0,111,2240,"{'20': {'accuracy': 0.6404761904761904, 'macro_f1': 0.5998140781006948}, '40': {'accuracy': 0.5976190476190476, 'macro_f1': 0.5666120584308124}, '60': {'accuracy': 0.5952380952380952, 'macro_f1': 0.5659040820163799}, '80': {'accuracy': 0.5904761904761905, 'macro_f1': 0.5595677599796592}}",inner/vmd_o2_i0_reupload_2.json,,
inner,vmd,2,0.0,reupload_3,0,2026-09-22T03:59:23.957934+00:00,complete,2026-09-22T04:02:31.885742+00:00,205.26241492500048,880,420.0,129,2240,"{'20': {'accuracy': 0.6190476190476191, 'macro_f1': 0.5917553625975963}, '40': {'accuracy': 0.6357142857142857, 'macro_f1': 0.6124357233946275}, '60': {'accuracy': 0.6452380952380953, 'macro_f1': 0.6198291959450335}, '80': {'accuracy': 0.6452380952380953, 'macro_f1': 0.6175942121063116}}",inner/vmd_o2_i0_reupload_3.json,,
inner,vmd,2,1.0,compact_once,0,2026-09-22T03:59:59.405849+00:00,complete,2026-09-22T04:02:06.383162+00:00,139.35692954700062,860,440.0,111,2160,"{'20': {'accuracy': 0.6863636363636364, 'macro_f1': 0.686735028840292}, '40': {'accuracy': 0.6931818181818182, 'macro_f1': 0.6958097264094575}, '60': {'accuracy': 0.6977272727272728, 'macro_f1': 0.6989719838606052}, '80': {'accuracy': 0.6977272727272728, 'macro_f1': 0.6991131241131242}}",inner/vmd_o2_i1_compact_once.json,,
inner,vmd,2,1.0,reupload_2,0,2026-09-22T04:00:36.245412+00:00,complete,2026-09-22T04:02:56.519154+00:00,150.1715181890013,860,440.0,111,2160,"{'20': {'accuracy': 0.6681818181818182, 'macro_f1': 0.6641042764503164}, '40': {'accuracy': 0.6477272727272727, 'macro_f1': 0.6433853155011765}, '60': {'accuracy': 0.6386363636363637, 'macro_f1': 0.6331810769743913}, '80': {'accuracy': 0.6272727272727273, 'macro_f1': 0.6217153303322537}}",inner/vmd_o2_i1_reupload_2.json,,
inner,vmd,2,1.0,reupload_3,0,2026-09-22T04:01:15.157414+00:00,complete,2026-09-22T04:04:13.953348+00:00,193.65519416799907,860,440.0,129,2160,"{'20': {'accuracy': 0.65, 'macro_f1': 0.6391079948887753}, '40': {'accuracy': 0.6090909090909091, 'macro_f1': 0.5956469373812052}, '60': {'accuracy': 0.6090909090909091, 'macro_f1': 0.5967292261661906}, '80': {'accuracy': 0.6113636363636363, 'macro_f1': 0.5976453850621918}}",inner/vmd_o2_i1_reupload_3.json,,
inner,vmd,2,2.0,compact_once,0,2026-09-22T04:01:23.272714+00:00,complete,2026-09-22T04:03:29.121570+00:00,135.74907860799976,860,440.0,111,2160,"{'20': {'accuracy': 0.6886363636363636, 'macro_f1': 0.6197621388287295}, '40': {'accuracy': 0.7181818181818181, 'macro_f1': 0.6519790524905614}, '60': {'accuracy': 0.7090909090909091, 'macro_f1': 0.6469383917823222}, '80': {'accuracy': 0.7090909090909091, 'macro_f1': 0.6469383917823222}}",inner/vmd_o2_i2_compact_once.json,,
inner,vmd,2,2.0,reupload_2,0,2026-09-22T04:02:06.395149+00:00,complete,2026-09-22T04:04:21.100882+00:00,144.60717485700116,860,440.0,111,2160,"{'20': {'accuracy': 0.7045454545454546, 'macro_f1': 0.638823890388346}, '40': {'accuracy': 0.7022727272727273, 'macro_f1': 0.6343585188555059}, '60': {'accuracy': 0.6909090909090909, 'macro_f1': 0.6271991850587167}, '80': {'accuracy': 0.7, 'macro_f1': 0.634693361621432}}",inner/vmd_o2_i2_reupload_2.json,,
inner,vmd,2,2.0,reupload_3,0,2026-09-22T04:02:31.897212+00:00,complete,2026-09-22T04:05:30.326912+00:00,190.80735388100038,860,440.0,129,2160,"{'20': {'accuracy': 0.7, 'macro_f1': 0.6486072199601663}, '40': {'accuracy': 0.6772727272727272, 'macro_f1': 0.6233573423278478}, '60': {'accuracy': 0.6681818181818182, 'macro_f1': 0.6186818879126571}, '80': {'accuracy': 0.6636363636363637, 'macro_f1': 0.6122429620237294}}",inner/vmd_o2_i2_reupload_3.json,,
inner,vmd,3,0.0,compact_once,0,2026-09-22T04:02:56.529721+00:00,complete,2026-09-22T04:05:00.790045+00:00,136.6384638670006,860,440.0,111,2160,"{'20': {'accuracy': 0.6613636363636364, 'macro_f1': 0.6411356611735366}, '40': {'accuracy': 0.65, 'macro_f1': 0.6381595499242558}, '60': {'accuracy': 0.6454545454545455, 'macro_f1': 0.6304641315927357}, '80': {'accuracy': 0.6454545454545455, 'macro_f1': 0.6273452186413397}}",inner/vmd_o3_i0_compact_once.json,,
inner,vmd,3,0.0,reupload_2,0,2026-09-22T04:03:29.139970+00:00,complete,2026-09-22T04:05:47.275351+00:00,150.5132690319988,860,440.0,111,2160,"{'20': {'accuracy': 0.5886363636363636, 'macro_f1': 0.5753533577616143}, '40': {'accuracy': 0.5977272727272728, 'macro_f1': 0.5782469807940442}, '60': {'accuracy': 0.6045454545454545, 'macro_f1': 0.5824458641866765}, '80': {'accuracy': 0.6090909090909091, 'macro_f1': 0.5885821591961604}}",inner/vmd_o3_i0_reupload_2.json,,
inner,vmd,3,0.0,reupload_3,0,2026-09-22T04:04:13.964182+00:00,complete,2026-09-22T04:07:11.012313+00:00,191.90468890400007,860,440.0,129,2160,"{'20': {'accuracy': 0.5522727272727272, 'macro_f1': 0.5111060139144044}, '40': {'accuracy': 0.5727272727272728, 'macro_f1': 0.5423615810712584}, '60': {'accuracy': 0.575, 'macro_f1': 0.5473300370864779}, '80': {'accuracy': 0.5772727272727273, 'macro_f1': 0.546825575857834}}",inner/vmd_o3_i0_reupload_3.json,,
inner,vmd,3,1.0,compact_once,0,2026-09-22T04:04:21.112846+00:00,complete,2026-09-22T04:06:27.139086+00:00,135.92826518100082,880,420.0,111,2240,"{'20': {'accuracy': 0.6857142857142857, 'macro_f1': 0.6313788713243382}, '40': {'accuracy': 0.6476190476190476, 'macro_f1': 0.5839585761371281}, '60': {'accuracy': 0.6595238095238095, 'macro_f1': 0.5940621022711712}, '80': {'accuracy': 0.6523809523809524, 'macro_f1': 0.5890739181594905}}",inner/vmd_o3_i1_compact_once.json,,
inner,vmd,3,1.0,reupload_2,0,2026-09-22T04:05:00.803107+00:00,complete,2026-09-22T04:07:23.165035+00:00,152.26252721400124,880,420.0,111,2240,"{'20': {'accuracy': 0.6761904761904762, 'macro_f1': 0.6158296854375528}, '40': {'accuracy': 0.6714285714285714, 'macro_f1': 0.6042827193770589}, '60': {'accuracy': 0.680952380952381, 'macro_f1': 0.6104883542577905}, '80': {'accuracy': 0.6857142857142857, 'macro_f1': 0.6165910570922327}}",inner/vmd_o3_i1_reupload_2.json,,
inner,vmd,3,1.0,reupload_3,0,2026-09-22T04:05:30.339101+00:00,complete,2026-09-22T04:08:29.615379+00:00,194.13237148100052,880,420.0,129,2240,"{'20': {'accuracy': 0.6476190476190476, 'macro_f1': 0.5698772500522484}, '40': {'accuracy': 0.6547619047619048, 'macro_f1': 0.5556711915535445}, '60': {'accuracy': 0.6571428571428571, 'macro_f1': 0.5697841813988441}, '80': {'accuracy': 0.6666666666666666, 'macro_f1': 0.5776869974352589}}",inner/vmd_o3_i1_reupload_3.json,,
inner,vmd,3,2.0,compact_once,0,2026-09-22T04:05:47.285754+00:00,complete,2026-09-22T04:07:52.127417+00:00,134.74360644399894,860,440.0,111,2160,"{'20': {'accuracy': 0.6659090909090909, 'macro_f1': 0.6312282088607392}, '40': {'accuracy': 0.6886363636363636, 'macro_f1': 0.6253591518262177}, '60': {'accuracy': 0.6772727272727272, 'macro_f1': 0.6112839984709525}, '80': {'accuracy': 0.6818181818181818, 'macro_f1': 0.612985388415852}}",inner/vmd_o3_i2_compact_once.json,,
inner,vmd,3,2.0,reupload_2,0,2026-09-22T04:06:27.150660+00:00,complete,2026-09-22T04:08:37.380675+00:00,142.6094608380008,860,440.0,111,2160,"{'20': {'accuracy': 0.675, 'macro_f1': 0.639637133770822}, '40': {'accuracy': 0.7, 'macro_f1': 0.6614397487112341}, '60': {'accuracy': 0.6909090909090909, 'macro_f1': 0.6516754323663512}, '80': {'accuracy': 0.6909090909090909, 'macro_f1': 0.6516754323663512}}",inner/vmd_o3_i2_reupload_2.json,,
inner,vmd,3,2.0,reupload_3,0,2026-09-22T04:07:11.023361+00:00,complete,2026-09-22T04:10:06.888863+00:00,190.72080472400012,860,440.0,129,2160,"{'20': {'accuracy': 0.625, 'macro_f1': 0.6014993732769367}, '40': {'accuracy': 0.6409090909090909, 'macro_f1': 0.6125391281983776}, '60': {'accuracy': 0.6363636363636364, 'macro_f1': 0.6055355522452365}, '80': {'accuracy': 0.6363636363636364, 'macro_f1': 0.6050263885519319}}",inner/vmd_o3_i2_reupload_3.json,,
inner,vmd,4,0.0,compact_once,0,2026-09-22T04:07:23.176256+00:00,complete,2026-09-22T04:09:28.938587+00:00,138.1416624250014,880,420.0,111,2240,"{'20': {'accuracy': 0.7142857142857143, 'macro_f1': 0.6757108399063686}, '40': {'accuracy': 0.6928571428571428, 'macro_f1': 0.6552758202504395}, '60': {'accuracy': 0.6761904761904762, 'macro_f1': 0.632410865534322}, '80': {'accuracy': 0.6761904761904762, 'macro_f1': 0.6312268596771459}}",inner/vmd_o4_i0_compact_once.json,,
inner,vmd,4,0.0,reupload_2,0,2026-09-22T04:07:52.139594+00:00,complete,2026-09-22T04:10:09.406191+00:00,149.64605306700105,880,420.0,111,2240,"{'20': {'accuracy': 0.7095238095238096, 'macro_f1': 0.6779450155440498}, '40': {'accuracy': 0.6928571428571428, 'macro_f1': 0.6543574035391607}, '60': {'accuracy': 0.7071428571428572, 'macro_f1': 0.6746106503940337}, '80': {'accuracy': 0.7047619047619048, 'macro_f1': 0.672469272854971}}",inner/vmd_o4_i0_reupload_2.json,,
inner,vmd,4,0.0,reupload_3,0,2026-09-22T04:08:29.626682+00:00,complete,2026-09-22T04:11:34.413231+00:00,202.12065063000045,880,420.0,129,2240,"{'20': {'accuracy': 0.6285714285714286, 'macro_f1': 0.5984587886475717}, '40': {'accuracy': 0.6047619047619047, 'macro_f1': 0.5738262623328779}, '60': {'accuracy': 0.611904761904762, 'macro_f1': 0.5827355876037418}, '80': {'accuracy': 0.6238095238095238, 'macro_f1': 0.5932709273869794}}",inner/vmd_o4_i0_reupload_3.json,,
inner,vmd,4,1.0,compact_once,0,2026-09-22T04:08:38.824675+00:00,complete,2026-09-22T04:10:43.721818+00:00,134.79645151599834,860,440.0,111,2160,"{'20': {'accuracy': 0.6181818181818182, 'macro_f1': 0.6010714431767062}, '40': {'accuracy': 0.6295454545454545, 'macro_f1': 0.6070345277317187}, '60': {'accuracy': 0.6272727272727273, 'macro_f1': 0.6032173488313838}, '80': {'accuracy': 0.6227272727272727, 'macro_f1': 0.597766486843111}}",inner/vmd_o4_i1_compact_once.json,,
inner,vmd,4,1.0,reupload_2,0,2026-09-22T04:09:28.950470+00:00,complete,2026-09-22T04:11:49.936706+00:00,150.88715962700007,860,440.0,111,2160,"{'20': {'accuracy': 0.6386363636363637, 'macro_f1': 0.6166510830606202}, '40': {'accuracy': 0.65, 'macro_f1': 0.6291984559545533}, '60': {'accuracy': 0.6386363636363637, 'macro_f1': 0.616940005510997}, '80': {'accuracy': 0.6318181818181818, 'macro_f1': 0.608803963273591}}",inner/vmd_o4_i1_reupload_2.json,,
inner,vmd,4,1.0,reupload_3,0,2026-09-22T04:10:06.903175+00:00,complete,2026-09-22T04:12:54.615224+00:00,180.0875667190012,860,440.0,129,2160,"{'20': {'accuracy': 0.5636363636363636, 'macro_f1': 0.5323493070607935}, '40': {'accuracy': 0.5840909090909091, 'macro_f1': 0.5342170623022916}, '60': {'accuracy': 0.5886363636363636, 'macro_f1': 0.5321933361044295}, '80': {'accuracy': 0.5863636363636363, 'macro_f1': 0.5290389925118607}}",inner/vmd_o4_i1_reupload_3.json,,
inner,vmd,4,2.0,compact_once,0,2026-09-22T04:10:15.367994+00:00,complete,2026-09-22T04:12:18.397967+00:00,132.92911476100016,860,440.0,111,2160,"{'20': {'accuracy': 0.6613636363636364, 'macro_f1': 0.6070485824327103}, '40': {'accuracy': 0.6840909090909091, 'macro_f1': 0.6265341178061812}, '60': {'accuracy': 0.6681818181818182, 'macro_f1': 0.6136650602916728}, '80': {'accuracy': 0.6727272727272727, 'macro_f1': 0.6169323637271177}}",inner/vmd_o4_i2_compact_once.json,,
inner,vmd,4,2.0,reupload_2,0,2026-09-22T04:10:43.733288+00:00,complete,2026-09-22T04:12:51.447817+00:00,137.61729414799993,860,440.0,111,2160,"{'20': {'accuracy': 0.6181818181818182, 'macro_f1': 0.5454008627904449}, '40': {'accuracy': 0.634090909090909, 'macro_f1': 0.5500578791591154}, '60': {'accuracy': 0.6204545454545455, 'macro_f1': 0.5394065647327814}, '80': {'accuracy': 0.6295454545454545, 'macro_f1': 0.5442002496254528}}",inner/vmd_o4_i2_reupload_2.json,,
inner,vmd,4,2.0,reupload_3,0,2026-09-22T04:11:34.425178+00:00,complete,2026-09-22T04:13:56.612839+00:00,152.08709829300096,860,440.0,129,2160,"{'20': {'accuracy': 0.5704545454545454, 'macro_f1': 0.47250715242100166}, '40': {'accuracy': 0.5659090909090909, 'macro_f1': 0.4742745244672908}, '60': {'accuracy': 0.5659090909090909, 'macro_f1': 0.48372512259496975}, '80': {'accuracy': 0.5636363636363636, 'macro_f1': 0.48208753644246977}}",inner/vmd_o4_i2_reupload_3.json,,
inner,wst,0,0.0,compact_once,0,2026-09-22T03:50:49.349985+00:00,complete,2026-09-22T03:52:53.663970+00:00,134.21282459900067,840,440.0,111,2160,"{'20': {'accuracy': 0.6545454545454545, 'macro_f1': 0.558868667873626}, '40': {'accuracy': 0.6477272727272727, 'macro_f1': 0.5554366143520757}, '60': {'accuracy': 0.6568181818181819, 'macro_f1': 0.5646290117551516}, '80': {'accuracy': 0.6522727272727272, 'macro_f1': 0.557322520562396}}",inner/wst_o0_i0_compact_once.json,,
inner,wst,0,0.0,reupload_2,0,2026-09-22T03:50:49.367872+00:00,complete,2026-09-22T03:53:06.617914+00:00,147.14937188099975,840,440.0,111,2160,"{'20': {'accuracy': 0.7022727272727273, 'macro_f1': 0.6207908986692239}, '40': {'accuracy': 0.7090909090909091, 'macro_f1': 0.6355600275774685}, '60': {'accuracy': 0.7136363636363636, 'macro_f1': 0.6347062258501373}, '80': {'accuracy': 0.7090909090909091, 'macro_f1': 0.6293317326930773}}",inner/wst_o0_i0_reupload_2.json,,
inner,wst,0,0.0,reupload_3,0,2026-09-22T03:50:49.389235+00:00,complete,2026-09-22T03:53:47.238073+00:00,192.70741913700112,840,440.0,129,2160,"{'20': {'accuracy': 0.6431818181818182, 'macro_f1': 0.535569705684642}, '40': {'accuracy': 0.6454545454545455, 'macro_f1': 0.5263364089166498}, '60': {'accuracy': 0.6477272727272727, 'macro_f1': 0.533158858485351}, '80': {'accuracy': 0.65, 'macro_f1': 0.5349206671430428}}",inner/wst_o0_i0_reupload_3.json,,
inner,wst,0,1.0,compact_once,0,2026-09-22T03:50:49.408687+00:00,complete,2026-09-22T03:52:55.901007+00:00,136.39452305899977,860,420.0,111,2160,"{'20': {'accuracy': 0.5976190476190476, 'macro_f1': 0.5827543881310316}, '40': {'accuracy': 0.5880952380952381, 'macro_f1': 0.5747509389920619}, '60': {'accuracy': 0.5928571428571429, 'macro_f1': 0.5759209964178909}, '80': {'accuracy': 0.5857142857142857, 'macro_f1': 0.5673369757229425}}",inner/wst_o0_i1_compact_once.json,,
inner,wst,0,1.0,reupload_2,0,2026-09-22T03:50:49.358017+00:00,complete,2026-09-22T03:53:05.527718+00:00,148.54972760700002,860,420.0,111,2160,"{'20': {'accuracy': 0.5547619047619048, 'macro_f1': 0.539094027245686}, '40': {'accuracy': 0.5547619047619048, 'macro_f1': 0.5370575803369664}, '60': {'accuracy': 0.5476190476190477, 'macro_f1': 0.5296571716502494}, '80': {'accuracy': 0.5476190476190477, 'macro_f1': 0.5292807216175192}}",inner/wst_o0_i1_reupload_2.json,,
inner,wst,0,1.0,reupload_3,0,2026-09-22T03:52:53.774693+00:00,complete,2026-09-22T03:55:45.494559+00:00,186.5747626859993,860,420.0,129,2160,"{'20': {'accuracy': 0.530952380952381, 'macro_f1': 0.5058593822293783}, '40': {'accuracy': 0.5547619047619048, 'macro_f1': 0.5219630358409577}, '60': {'accuracy': 0.5785714285714286, 'macro_f1': 0.5437906601508623}, '80': {'accuracy': 0.5833333333333334, 'macro_f1': 0.547143119723765}}",inner/wst_o0_i1_reupload_3.json,,
inner,wst,0,2.0,compact_once,0,2026-09-22T03:52:57.129074+00:00,complete,2026-09-22T03:55:02.150395+00:00,134.92197652900177,860,420.0,111,2160,"{'20': {'accuracy': 0.5214285714285715, 'macro_f1': 0.5075732142291378}, '40': {'accuracy': 0.5357142857142857, 'macro_f1': 0.5165679079480787}, '60': {'accuracy': 0.5452380952380952, 'macro_f1': 0.528264982144861}, '80': {'accuracy': 0.5452380952380952, 'macro_f1': 0.5289636127355425}}",inner/wst_o0_i2_compact_once.json,,
inner,wst,0,2.0,reupload_2,0,2026-09-22T03:53:05.580393+00:00,complete,2026-09-22T03:55:22.883555+00:00,147.2052502709994,860,420.0,111,2160,"{'20': {'accuracy': 0.4785714285714286, 'macro_f1': 0.4707612409000304}, '40': {'accuracy': 0.4666666666666667, 'macro_f1': 0.4576446238046968}, '60': {'accuracy': 0.48333333333333334, 'macro_f1': 0.477287234260477}, '80': {'accuracy': 0.4857142857142857, 'macro_f1': 0.4789792816378035}}",inner/wst_o0_i2_reupload_2.json,,
